  A,  B,  Dir1, Dir2, Dir3, Dir4, Comments: 1=I595 EB & 2=I595 WB
 100138.00, 100136.00,         0,         0,      1.00,         0,         0
 100151.00, 100138.00,         0,         0,      1.00,         0,         0
 100152.00, 100151.00,         0,         0,      1.00,         0,         0
 100154.00, 100152.00,         0,         0,      1.00,         0,         0
 100155.00, 100157.00,         0,         0,         0,      1.00,         0
 100157.00, 100159.00,         0,         0,         0,      1.00,         0
 100158.00, 100156.00,         0,         0,      1.00,         0,         0
 100159.00, 100186.00,         0,         0,         0,      1.00,         0
 100185.00, 100280.00,         0,         0,      1.00,         0,         0
 100186.00, 100190.00,         0,         0,         0,      1.00,         0
 100187.00, 100185.00,         0,         0,      1.00,         0,         0
 100190.00, 100192.00,         0,         0,         0,      1.00,         0
 100191.00, 100187.00,         0,         0,      1.00,         0,         0
 100192.00, 100200.00,         0,         0,         0,      1.00,         0
 100193.00, 100191.00,         0,         0,      1.00,         0,         0
 100200.00, 100201.00,         0,         0,         0,      1.00,         0
 100201.00, 100308.00,         0,         0,         0,      1.00,         0
 100202.00, 100193.00,         0,         0,      1.00,         0,         0
 100203.00, 100202.00,         0,         0,      1.00,         0,         0
 100214.00, 100216.00,         0,         0,         0,      1.00,         0
 100215.00, 100203.00,         0,         0,      1.00,         0,         0
 100216.00, 100220.00,         0,         0,         0,      1.00,         0
 100217.00, 100215.00,         0,         0,      1.00,         0,         0
 100220.00, 100222.00,         0,         0,         0,      1.00,         0
 100221.00, 100217.00,         0,         0,      1.00,         0,         0
 100222.00, 100224.00,         0,         0,         0,      1.00,         0
 100223.00, 100221.00,         0,         0,      1.00,         0,         0
 100224.00, 100241.00,         0,         0,         0,      1.00,         0
 100240.00, 100223.00,         0,         0,      1.00,         0,         0
 100241.00, 100245.00,         0,         0,         0,      1.00,         0
 100242.00, 100281.00,         0,         0,      1.00,         0,         0
 100245.00, 100247.00,         0,         0,         0,      1.00,         0
 100246.00, 100242.00,         0,         0,      1.00,         0,         0
 100247.00, 100249.00,         0,         0,         0,      1.00,         0
 100249.00, 100261.00,         0,         0,         0,      1.00,         0
 100259.00, 100246.00,         0,         0,      1.00,         0,         0
 100261.00, 100267.00,         0,         0,         0,      1.00,         0
 100266.00, 100259.00,         0,         0,      1.00,         0,         0
 100267.00, 100274.00,         0,         0,         0,      1.00,         0
 100269.00, 100266.00,         0,         0,      1.00,         0,         0
 100271.00, 100324.00,      1.00,         0,         0,         0,         0
 100274.00, 100276.00,         0,         0,         0,      1.00,         0
 100277.00,  29046.00,         0,         0,      1.00,         0,         0
 100278.00, 100277.00,         0,         0,      1.00,         0,         0
 100279.00, 100278.00,         0,         0,      1.00,         0,         0
 100280.00, 100158.00,         0,         0,      1.00,         0,         0
 100281.00, 100240.00,         0,         0,      1.00,         0,         0
 100282.00, 100287.00,         0,         0,         0,      1.00,         0
 100283.00, 100065.00,         0,         0,      1.00,         0,         0
 100286.00, 100283.00,         0,         0,      1.00,         0,         0
 100287.00, 100303.00,         0,         0,         0,      1.00,         0
 100290.00,  29048.00,      1.00,         0,         0,         0,         0
 100291.00,  28923.00,         0,      1.00,         0,         0,         0
 100292.00,  17055.00,         0,      1.00,         0,         0,         0
 100293.00,  17041.00,      1.00,         0,         0,         0,         0
 100295.00,  13453.00,      1.00,         0,         0,         0,         0
 100296.00,  17059.00,         0,      1.00,         0,         0,         0
 100299.00,  18021.00,      1.00,         0,         0,         0,         0
 100300.00,  17067.00,         0,      1.00,         0,         0,         0
 100301.00,  17069.00,      1.00,         0,         0,         0,         0
 100302.00,  17079.00,         0,      1.00,         0,         0,         0
 100303.00, 100094.00,         0,         0,         0,      1.00,         0
 100304.00, 100306.00,      1.00,         0,         0,         0,         0
 100305.00,  26922.00,         0,      1.00,         0,         0,         0
 100306.00,  21056.00,      1.00,         0,         0,         0,         0
 100307.00, 100305.00,         0,      1.00,         0,         0,         0
 100308.00, 100214.00,         0,         0,         0,      1.00,         0
 100311.00,  21314.00,      1.00,         0,         0,         0,         0
 100312.00,  21313.00,         0,      1.00,         0,         0,         0
 100313.00,  26915.00,      1.00,         0,         0,         0,         0
 100314.00,  23230.00,         0,      1.00,         0,         0,         0
 100320.00,  21074.00,      1.00,         0,         0,         0,         0
 100321.00,  21096.00,         0,      1.00,         0,         0,         0
 100324.00,  33373.00,      1.00,         0,         0,         0,         0
 100326.00,  31167.00,         0,         0,      1.00,         0,         0
 100328.00, 100335.00,         0,         0,         0,      1.00,         0
 100329.00,  21486.00,         0,         0,      1.00,         0,         0
 100330.00,  21493.00,         0,         0,         0,      1.00,         0
 100335.00,  31567.00,         0,         0,         0,      1.00,         0
 100338.00,  31427.00,         0,         0,      1.00,         0,         0
 100340.00,  21706.00,         0,         0,         0,      1.00,         0
 100341.00,  21542.00,         0,         0,      1.00,         0,         0
 100342.00,  21560.00,         0,         0,         0,      1.00,         0
 100344.00,  12609.00,         0,         0,      1.00,         0,         0
 100345.00,  12561.00,         0,         0,         0,      1.00,         0
